type,name,level,attributes,source
"""概念""","""最大匹配""",3,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.2 完备匹配与最大匹配""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]]"
"""算法""","""最大匹配判定与构造""",3,"{""定义"": ""判断给定匹配是否为最大匹配的方法。"", ""依据"": ""贝尔格定理""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""算法""","""最大匹配时，初始匹配可以空""",5,"{""定义"": ""在匈牙利算法中，最大匹配时，初始匹配可以为空。""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.2.3 最大匹配判定与构造""]"
"""概念""","""最大平面图""",4,"{""定义"": ""再加一条边就变成不可平面图的平面图""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
"""性质""","""最大度""",4,"{""定义"": ""图G中各个结点度数的最大值，记为Δ(G)。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
"""概念""","""最大数""",5,"{""定义"": ""在自然数子集中，不小于其他数的数。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.2 自然数的集合定义"", ""二、自然数的归纳定义""]"
"""定理""","""最大数原理""",2,"{""定义"": ""自然数集合的非空有限子集均有最大数。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.2 自然数的集合定义"", ""二、自然数的归纳定义""]"
"""概念""","""最大流""",3,"{""定义"": ""在满足容量约束的前提下，从源结点流向汇结点的最大可行流。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""定理""","""最大流最小切割定理""",2,"{""定义"": ""网络流理论的重要结论，最大流量等于最小割容量。"", ""应用"": ""保证Ford-Fulkerson算法的正确性。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""定理""","""最大流最小割定理""",2,"{""定义"": ""网络流图中，最大流量等于最小割的容量。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""算法""","""最大流算法""",3,"{""定义"": ""计算网络中从源点到汇点的最大流量。"", ""应用"": ""用于解决最小费用流问题等。""}","[""第十章  特殊图模型与算法""]"
"""概念""","""最大流量""",4,"{""定义"": ""网络中流的最大总量。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""概念""","""最大流问题""",3,"{""定义"": ""在满足容量约束下，求从源结点到汇结点的最大可行流。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""概念""","""最大网络流问题""",4,"{""定义"": ""在一定约束条件下，使网络中流总量达到最大的问题。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""性质""","""最小入度""",4,"{""定义"": ""图中结点出度与入度的最小值。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
"""概念""","""最小公倍数""",3,"{""定义"": ""两个或多个整数共有的最小倍数。"", ""记号"": ""lcm(a, b)""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解"", ""一、公因数与公倍数""]"
"""概念""","""最小关键字""",5,"{""定义"": ""在B树中，某个结点下的最小关键字。"", ""应用"": ""在B树的删除操作中用于替换被删除的关键字。"", ""特点"": ""用于替换删除的关键字，保持B树的性质。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""3 . B树的删除""]"
"""概念""","""最小关键字x""",7,"{""定义"": ""在删除操作中，用于替代被删除关键字的结点中的最小关键字。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""3 . B树的删除""]"
"""性质""","""最小出度""",4,"{""定义"": ""图中结点出度与入度的最小值。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
"""概念""","""最小割""",3,"{""定义"": ""网络流图中将节点集合划分为两部分，源点在集合S，汇点在集合T的划分。"", ""特性"": ""源点S到汇点T的净流量等于最小割的容量。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""概念""","""最小割容量""",4,"{""定义"": ""网络中分割源点和汇点的最小容量。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.3 最大流求解算法""]"
"""性质""","""最小度""",4,"{""定义"": ""图中最小结点度数""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
"""概念""","""最小数""",5,"{""定义"": ""在自然数子集中，没有其他数小于它的数。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.2 自然数的集合定义"", ""二、自然数的归纳定义""]"
"""定理""","""最小数原理""",2,"{""定义"": ""自然数集合的所有非空子集都具有最小数。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.2 自然数的集合定义"", ""二、自然数的归纳定义""]"
"""概念""","""最小费用流问题""",4,"{""定义"": ""指在图模型中，寻找从源点到汇点路径，使得路径上的总费用最小的问题。"", ""应用"": ""用于解决资源分配与匹配、图的着色等问题。""}","[""第十章  特殊图模型与算法""]"
"""概念""","""最早启动时间""",4,"{""定义"": ""源点到作业起点的最长路径长度""}","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""概念""","""最晚启动时间""",4,"{""定义"": ""作业可最晚启动而不影响整个任务完成的时间""}","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""概念""","""最短路径""",5,"{""description"": null, ""relation"": null}","[[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]]"
"""概念""","""最短路径序列""",4,"{""定义"": ""连接图中任意一对结点的最短路径。"", ""用途"": ""用于实际路径导航。"", ""特性"": ""通过路径记录矩阵重建。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""概念""","""最短路径长度""",4,"{""定义"": ""图中任意一对结点之间最短路径的长度。"", ""用途"": ""用于评估路径优劣。"", ""特性"": ""通过算法计算得到。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.4 多源最短路径""]"
"""算法""","""最近邻算法""",5,"{""定义"": ""一种寻找近似最佳旅行线路的算法。"", ""应用"": ""用于寻找近似最佳旅游线路和路程。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""算法""","""最邻近插入法""",4,"{""定义"": ""在加权无向图中寻找近似最佳旅行线路的方法。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""性质""","""最长路径""",4,"{""定义"": ""从源点到汇点的最长带权路径。""}","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""性质""","""最长路径长度""",4,"{""定义"": ""完成整个任务所必需的最少时间。""}","[""第八章  图的基本理论与算法"", ""§  8.5  图模型的应用"", ""8.5.2 作业规划问题""]"
"""概念""","""最长道路""",6,"{""定义"": ""源点到其他结点的最长路径。"", ""应用"": ""用于关键道路问题中，以确定工期最短、成本最低的作业安排。""}","[""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.3 关键道路问题""]"
"""概念""","""有向图""",3,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算"", ""一、图的集合运算""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""]]"
"""算法""","""有向图关联矩阵""",5,"{""定义"": ""表示有向图中结点与边关联情况的矩阵。"", ""用途"": ""分析有向图结构信息。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""]"
"""概念""","""有向带权图""",4,"{""定义"": ""一种图，其中每条边都有方向和权重。"", ""应用"": ""用于表示网络流模型。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""概念""","""有向树""",3,"{""定义"": ""由有向图构成的特殊图模型。"", ""特点"": ""具有根、枝、叶等层次结构。"", ""应用"": ""用于表示具有层次结构的系统。""}","[""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""]"
"""概念""","""有向边""",3,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]]"
"""有向边""","""有向边(ai, bj)""",5,"{""定义"": ""从结点ai指向结点bj的有向边。"", ""条件"": ""存在序偶(ai, bj)属于关系R。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""]"
"""终点""","""有向边(ai, bj)的终点""",6,"{""定义"": ""有向边关联的两个结点中，与集合B中的元素b_j对应的结点。"", ""用途"": ""表示有向边的终点。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""]"
"""终点""","""有向边(ai, bj)的终点bj""",7,"{""定义"": ""有向边(ai, bj)的终点是bj。"", ""条件"": ""当且仅当(ai, bj)属于关系R时。"", ""应用"": ""用于表示集合A到B的二元关系。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""]"
"""起点""","""有向边(ai, bj)的起点""",6,"{""定义"": ""有向边关联的两个结点中，与集合A中的元素a_i对应的结点。"", ""用途"": ""表示有向边的起点。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""]"
"""起点""","""有向边(ai, bj)的起点ai""",7,"{""定义"": ""有向边的起点，由集合A的元素ai表示。"", ""用途"": ""在有向图中表示从ai到bj的有向关系。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""]"
"""概念""","""有序二元树""",3,"{""定义"": ""每个节点至多有两个儿子，分别称为左儿子和右儿子的树。""}","[""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""]"
